flight_number,operator_icao,departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao,aircraft_type,aircraft_icao,dep_local,arr_local,dep_utc,arr_utc,duration_minutes,distance_nm,days_operated,time_variants,updated
U27907,EJU,Amsterdam,AMS,EHAM,Split,SPU,LDSP,,,07:00,09:10,05:00,07:10,130,700,1234567,5,2026-09-24T08:57:50.000Z
U27915,EJU,Amsterdam,AMS,EHAM,Rhodes,RHO,LGRP,,,07:00,11:40,05:00,08:40,220,1372,246,3,2026-09-24T08:57:50.000Z
U27973,EJU,Amsterdam,AMS,EHAM,Malta,MLA,LMML,,,07:00,10:00,05:00,08:00,180,1072,123457,5,2026-09-22T10:01:20.000Z
U27983,EJU,Amsterdam,AMS,EHAM,Cyprus Larnaca,LCA,LCLK,,,07:00,12:15,05:00,09:15,255,1615,6,1,2026-09-19T11:02:23.000Z
U27903,EJU,Amsterdam,AMS,EHAM,Pula,PUY,LDPL,,,07:00,08:45,05:00,06:45,105,574,6,1,2026-08-29T08:00:49.000Z
U28671,EJU,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,07:00,07:25,05:00,06:25,85,197,13457,1,2026-09-24T07:59:40.000Z
U27851,EJU,Amsterdam,AMS,EHAM,Manchester,MAN,EGCC,,,07:00,07:20,05:00,06:20,80,263,12,2,2026-09-22T07:59:25.000Z
U27881,EJU,Amsterdam,AMS,EHAM,Majorca Palma,PMI,LEPA,,,07:05,09:30,05:05,07:30,145,771,1457,3,2026-09-24T08:57:40.000Z
U27955,EJU,Amsterdam,AMS,EHAM,Hurghada,HRG,HEGN,,,07:05,13:00,05:05,10:00,295,1992,3467,3,2026-09-24T08:57:47.000Z
U27887,EJU,Amsterdam,AMS,EHAM,Majorca Palma,PMI,LEPA,,,07:10,09:40,05:10,07:40,150,771,1234567,5,2026-09-24T08:57:49.000Z
U27803,EJU,Amsterdam,AMS,EHAM,Sicily Palermo,PMO,LICJ,,,07:10,10:00,05:10,08:00,170,917,12356,3,2026-09-22T10:01:18.000Z
U27839,EJU,Amsterdam,AMS,EHAM,London Stansted,STN,EGSS,,,07:10,07:25,05:10,06:25,75,169,1245,3,2026-09-22T07:59:25.000Z
U27913,EJU,Amsterdam,AMS,EHAM,Corfu,CFU,LGKR,,,07:15,11:10,05:15,08:10,175,987,256,3,2026-09-22T10:01:17.000Z
U27997,EJU,Amsterdam,AMS,EHAM,Thessaloniki,SKG,LGTS,,,07:15,11:15,05:15,08:15,180,1029,37,2,2026-08-30T09:59:33.000Z
U27889,EJU,Amsterdam,AMS,EHAM,Malaga,AGP,LEMG,,,07:20,10:30,05:20,08:30,190,1017,1234567,5,2026-09-24T08:57:49.000Z
U27841,EJU,Amsterdam,AMS,EHAM,Birmingham,BHX,EGBB,,,07:20,07:40,05:20,06:40,80,239,15,2,2026-09-21T08:00:54.000Z
U27827,EJU,Amsterdam,AMS,EHAM,Edinburgh,EDI,EGPH,,,07:20,07:50,05:20,06:50,90,360,1,1,2026-09-21T08:00:57.000Z
U27901,EJU,Amsterdam,AMS,EHAM,Pula,PUY,LDPL,,,07:25,09:15,05:25,07:15,110,574,3,1,2026-08-26T08:59:01.000Z
U27879,EJU,Amsterdam,AMS,EHAM,Valencia,VLC,LEVC,,,07:25,10:00,05:25,08:00,155,800,123457,3,2026-09-24T08:57:50.000Z
U27897,EJU,Amsterdam,AMS,EHAM,Tenerife South,TFS,GCTS,,,07:35,11:25,05:35,10:25,290,1741,2346,4,2026-09-23T11:58:40.000Z
U27883,EJU,Amsterdam,AMS,EHAM,Fuerteventura,FUE,GCFV,,,08:00,11:35,06:00,10:35,275,1656,3467,4,2026-09-24T08:57:46.000Z
U27805,EJU,Amsterdam,AMS,EHAM,Milan Linate,LIN,LIML,,,08:20,10:00,06:20,08:00,100,449,1234567,3,2026-09-24T08:57:49.000Z
U27877,EJU,Amsterdam,AMS,EHAM,Malaga,AGP,LEMG,,,08:35,11:50,06:35,09:50,195,1017,136,3,2026-09-23T12:01:50.000Z
U22512,EZY,Amsterdam,AMS,EHAM,London Luton,LTN,EGGW,,,08:45,09:00,06:45,08:00,75,191,1234567,2,2026-09-24T08:57:40.000Z
U23854,EJU,Amsterdam,AMS,EHAM,Milan Malpensa,MXP,LIMC,,,08:45,10:30,06:45,08:30,105,430,36,1,2026-09-23T10:58:56.000Z
U28673,EZY,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,08:55,09:15,06:55,08:15,80,197,1234567,4,2026-09-24T08:57:40.000Z
U23852,EJU,Amsterdam,AMS,EHAM,Milan Malpensa,MXP,LIMC,,,09:35,11:20,07:35,09:20,105,430,12457,5,2026-09-24T08:57:40.000Z
U25406,EJU,Amsterdam,AMS,EHAM,Milan Linate,LIN,LIML,,,09:35,11:15,07:35,09:15,100,449,1234567,3,2026-09-24T08:57:40.000Z
U22922,EZY,Amsterdam,AMS,EHAM,Bristol,BRS,EGGD,,,09:55,10:15,07:55,09:15,80,283,1234567,2,2026-09-24T08:57:40.000Z
U22162,EZY,Amsterdam,AMS,EHAM,Manchester,MAN,EGCC,,,09:55,10:15,07:55,09:15,80,263,1234567,3,2026-09-24T08:57:40.000Z
U27070,EJU,Amsterdam,AMS,EHAM,Malaga,AGP,LEMG,,,10:00,13:05,08:00,11:05,185,1017,7,1,2026-09-20T13:01:42.000Z
U23442,EZY,Amsterdam,AMS,EHAM,Liverpool,LPL,EGGP,,,10:00,10:20,08:00,09:20,80,283,14567,4,2026-09-24T08:57:40.000Z
U25606,EZY,Amsterdam,AMS,EHAM,Newcastle,NCL,EGNT,,,10:00,10:30,08:00,09:30,90,282,135,2,2026-09-23T11:58:39.000Z
U21758,EJU,Amsterdam,AMS,EHAM,Nice,NCE,LFMN,,,10:20,12:25,08:20,10:25,125,529,35,2,2026-09-23T11:58:39.000Z
U27937,EJU,Amsterdam,AMS,EHAM,Copenhagen,CPH,EKCH,,,10:40,12:05,08:40,10:05,85,342,1,1,2026-08-24T11:59:47.000Z
U28677,EJU,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,11:00,11:15,09:00,10:15,75,197,15,2,2026-09-21T14:02:01.000Z
U27550,EJU,Amsterdam,AMS,EHAM,Faro,FAO,LPFR,,,11:55,14:05,09:55,13:05,190,1064,136,2,2026-09-21T15:00:19.000Z
U25531,EJU,Amsterdam,AMS,EHAM,Bristol,BRS,EGGD,,,12:10,12:30,10:10,11:30,80,283,12356,3,2026-09-23T12:59:21.000Z
U22516,EZY,Amsterdam,AMS,EHAM,London Luton,LTN,EGGW,,,12:35,12:50,10:35,11:50,75,191,124567,5,2026-09-24T08:57:40.000Z
U27921,EJU,Amsterdam,AMS,EHAM,Crete Chania,CHQ,LGSA,,,13:10,17:55,11:10,14:55,225,1302,12357,5,2026-09-22T16:59:23.000Z
U27979,EJU,Amsterdam,AMS,EHAM,Marrakech,RAK,GMMX,,,13:20,15:15,11:20,15:15,235,1363,15,2,2026-09-21T17:00:17.000Z
U27953,EJU,Amsterdam,AMS,EHAM,Nice,NCE,LFMN,,,13:30,15:35,11:30,13:35,125,529,1234567,7,2026-09-24T08:57:40.000Z
U27957,EJU,Amsterdam,AMS,EHAM,Nice,NCE,LFMN,,,13:30,15:35,11:30,13:35,125,529,1,1,2026-08-24T15:01:26.000Z
U27965,EJU,Amsterdam,AMS,EHAM,Madeira Funchal,FNC,LPMA,,,13:30,16:50,11:30,15:50,260,1503,23457,4,2026-09-23T17:59:04.000Z
U23302,EZY,Amsterdam,AMS,EHAM,Edinburgh,EDI,EGPH,,,13:40,14:15,11:40,13:15,95,360,1234567,7,2026-09-24T08:57:40.000Z
U27813,EJU,Amsterdam,AMS,EHAM,Milan Malpensa,MXP,LIMC,,,13:45,15:35,11:45,13:35,110,430,145,3,2026-09-24T08:57:40.000Z
U22164,EZY,Amsterdam,AMS,EHAM,Manchester,MAN,EGCC,,,13:50,14:10,11:50,13:10,80,263,123457,5,2026-09-24T08:57:40.000Z
U27815,EJU,Amsterdam,AMS,EHAM,Venice Marco Polo,VCE,LIPZ,,,13:50,15:40,11:50,13:40,110,506,1357,4,2026-09-23T14:59:37.000Z
U28689,EJU,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,14:10,14:35,12:10,13:35,85,197,7,1,2026-09-20T14:58:42.000Z
U27801,EJU,Amsterdam,AMS,EHAM,London Stansted,STN,EGSS,,,14:30,14:40,12:30,13:40,70,169,37,2,2026-09-23T14:59:34.000Z
U27843,EJU,Amsterdam,AMS,EHAM,Birmingham,BHX,EGBB,,,14:40,15:00,12:40,14:00,80,239,1234567,6,2026-09-24T08:57:40.000Z
U27893,EJU,Amsterdam,AMS,EHAM,Malaga,AGP,LEMG,,,14:55,18:05,12:55,16:05,190,1017,1234567,6,2026-09-24T08:57:40.000Z
U27885,EJU,Amsterdam,AMS,EHAM,Alicante,ALC,LEAL,,,15:00,17:40,13:00,15:40,160,871,246,3,2026-09-22T17:05:18.000Z
U27809,EJU,Amsterdam,AMS,EHAM,Seville,SVQ,LEZL,,,15:05,18:10,13:05,16:10,185,1000,15,2,2026-09-21T18:00:35.000Z
U22518,EZY,Amsterdam,AMS,EHAM,London Luton,LTN,EGGW,,,15:35,15:50,13:35,14:50,75,191,1234567,7,2026-09-23T17:00:57.000Z
U27825,EJU,Amsterdam,AMS,EHAM,Naples,NAP,LIRN,,,15:35,18:00,13:35,16:00,145,789,2,1,2026-09-22T18:02:42.000Z
U28679,EZY,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,15:45,16:10,13:45,15:10,85,197,124,2,2026-09-24T08:57:40.000Z
U24232,EJU,Amsterdam,AMS,EHAM,Naples,NAP,LIRN,,,16:00,18:25,14:00,16:25,145,789,12457,5,2026-09-24T08:57:40.000Z
U27891,EJU,Amsterdam,AMS,EHAM,Ibiza,IBZ,LEIB,,,16:20,19:00,14:20,17:00,160,819,123467,6,2026-09-24T08:57:40.000Z
U28675,EZY,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,16:20,16:45,14:20,15:45,85,197,6,1,2026-09-19T17:00:14.000Z
U21518,EZS,Amsterdam,AMS,EHAM,Geneva,GVA,LSGG,,,16:35,18:05,14:35,16:05,90,368,127,2,2026-09-22T18:02:38.000Z
U25710,EZY,Amsterdam,AMS,EHAM,London Southend,SEN,EGMC,,,16:40,16:40,14:40,15:40,60,157,47,2,2026-09-10T16:59:44.000Z
U27817,EJU,Amsterdam,AMS,EHAM,Sardinia Olbia,OLB,LIEO,,,16:40,19:00,14:40,17:00,140,712,124567,6,2026-09-24T08:57:40.000Z
U26656,EZY,Amsterdam,AMS,EHAM,Birmingham,BHX,EGBB,,,17:20,17:35,15:20,16:35,75,239,467,3,2026-09-20T18:00:24.000Z
U22166,EZY,Amsterdam,AMS,EHAM,Manchester,MAN,EGCC,,,17:20,17:40,15:20,16:40,80,263,134567,5,2026-09-24T08:57:40.000Z
U27939,EJU,Amsterdam,AMS,EHAM,Copenhagen,CPH,EKCH,,,17:35,19:00,15:35,17:00,85,342,5,1,2026-08-28T19:02:15.000Z
U23860,EJU,Amsterdam,AMS,EHAM,Milan Malpensa,MXP,LIMC,,,18:00,19:45,16:00,17:45,105,430,1457,4,2026-09-24T08:57:40.000Z
U27975,EJU,Amsterdam,AMS,EHAM,Malta,MLA,LMML,,,18:00,21:00,16:00,19:00,180,1072,6,1,2026-08-29T20:59:32.000Z
U27837,EJU,Amsterdam,AMS,EHAM,Edinburgh,EDI,EGPH,,,18:20,18:50,16:20,17:50,90,360,123456,3,2026-09-23T19:59:16.000Z
U22520,EZY,Amsterdam,AMS,EHAM,London Luton,LTN,EGGW,,,18:20,18:30,16:20,17:30,70,191,123457,5,2026-09-22T23:00:53.000Z
U27867,EJU,Amsterdam,AMS,EHAM,Geneva,GVA,LSGG,,,18:30,20:00,16:30,18:00,90,368,345,3,2026-09-24T08:57:40.000Z
U27807,EJU,Amsterdam,AMS,EHAM,Edinburgh,EDI,EGPH,,,18:30,19:00,16:30,18:00,90,360,5,1,2026-09-18T20:00:23.000Z
U27835,EJU,Amsterdam,AMS,EHAM,Glasgow,GLA,EGPF,,,18:35,19:05,16:35,18:05,90,388,1457,4,2026-09-24T08:57:40.000Z
U27929,EJU,Amsterdam,AMS,EHAM,Prague,PRG,LKPR,,,18:35,20:05,16:35,18:05,90,381,23457,4,2026-09-24T08:57:40.000Z
U28683,EJU,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,18:40,18:55,16:40,17:55,75,197,357,3,2026-09-23T19:00:10.000Z
U27859,EJU,Amsterdam,AMS,EHAM,Newcastle,NCL,EGNT,,,18:55,19:25,16:55,18:25,90,282,47,2,2026-09-20T20:00:40.000Z
U27076,EJU,Amsterdam,AMS,EHAM,Bristol,BRS,EGGD,,,19:10,19:30,17:10,18:30,80,283,23456,4,2026-09-24T08:57:40.000Z
U22926,EZY,Amsterdam,AMS,EHAM,Bristol,BRS,EGGD,,,19:20,19:40,17:20,18:40,80,283,17,2,2026-09-21T19:59:35.000Z
U27831,EJU,Amsterdam,AMS,EHAM,London Luton,LTN,EGGW,,,19:20,19:30,17:20,18:30,70,191,34,2,2026-09-24T08:57:40.000Z
U27552,EJU,Amsterdam,AMS,EHAM,London Southend,SEN,EGMC,,,19:35,19:35,17:35,18:35,60,157,1357,2,2026-09-23T19:59:18.000Z
U27845,EJU,Amsterdam,AMS,EHAM,London Stansted,STN,EGSS,,,19:35,19:40,17:35,18:40,65,169,134567,4,2026-09-24T08:57:40.000Z
U26002,EJU,Amsterdam,AMS,EHAM,Marrakech,RAK,GMMX,,,19:40,21:35,17:40,21:35,235,1363,36,2,2026-09-24T00:59:27.000Z
U24236,EJU,Amsterdam,AMS,EHAM,Naples,NAP,LIRN,,,19:50,22:20,17:50,20:20,150,789,1357,3,2026-09-23T21:59:43.000Z
U28697,EZY,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,20:05,20:20,18:05,19:20,75,197,1,1,2026-09-21T21:01:03.000Z
U28685,EZY,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,20:10,20:25,18:10,19:25,75,197,2457,4,2026-09-24T08:57:40.000Z
U22170,EZY,Amsterdam,AMS,EHAM,Manchester,MAN,EGCC,,,20:50,21:10,18:50,20:10,80,263,12457,5,2026-09-22T21:58:57.000Z
U23856,EJU,Amsterdam,AMS,EHAM,Milan Malpensa,MXP,LIMC,,,20:55,22:40,18:55,20:40,105,430,12367,5,2026-09-23T21:59:43.000Z
U28687,EZY,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,20:55,21:10,18:55,20:10,75,197,123456,2,2026-09-23T21:59:43.000Z
U28715,EZY,Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK,,,20:55,21:10,18:55,20:10,75,197,67,2,2026-09-20T22:00:44.000Z
U21520,EZS,Amsterdam,AMS,EHAM,Geneva,GVA,LSGG,,,21:15,22:50,19:15,20:50,95,368,15,2,2026-08-28T23:00:26.000Z
U25408,EJU,Amsterdam,AMS,EHAM,Milan Linate,LIN,LIML,,,21:15,22:55,19:15,20:55,100,449,123456,2,2026-09-23T22:59:16.000Z
U25432,EJU,Amsterdam,AMS,EHAM,Milan Linate,LIN,LIML,,,21:15,22:55,19:15,20:55,100,449,7,1,2026-09-20T23:01:48.000Z
U23304,EZY,Amsterdam,AMS,EHAM,Edinburgh,EDI,EGPH,,,21:20,21:50,19:20,20:50,90,360,12457,4,2026-09-21T13:59:28.000Z
U22928,EZY,Amsterdam,AMS,EHAM,Bristol,BRS,EGGD,,,21:30,21:50,19:30,20:50,80,283,17,2,2026-09-21T22:59:30.000Z
U22168,EZY,Amsterdam,AMS,EHAM,Manchester,MAN,EGCC,,,21:30,21:50,19:30,20:50,80,263,1234567,4,2026-09-24T08:57:40.000Z
U22522,EZY,Amsterdam,AMS,EHAM,London Luton,LTN,EGGW,,,21:35,21:45,19:35,20:45,70,191,12457,3,2026-09-22T23:00:53.000Z
U27366,EJU,Amsterdam,AMS,EHAM,Majorca Palma,PMI,LEPA,,,21:40,00:05,19:40,22:05,145,771,2356,4,2026-09-23T23:59:06.000Z
U23052,EZY,Amsterdam,AMS,EHAM,Belfast Intl,BFS,EGAA,,,21:45,22:25,19:45,21:25,100,416,1457,3,2026-09-21T13:59:24.000Z
U28178,EZY,Athens,ATH,LGAV,London Gatwick,LGW,EGKK,,,00:25,02:15,21:25,01:15,230,1292,1,1,2026-08-31T03:59:34.000Z
U23646,EJU,Athens,ATH,LGAV,Milan Malpensa,MXP,LIMC,,,02:30,04:10,23:30,02:10,160,821,5,1,2026-08-28T04:00:53.000Z
U23648,EJU,Athens,ATH,LGAV,Milan Malpensa,MXP,LIMC,,,02:30,04:10,23:30,02:10,160,821,6,1,2026-08-29T04:00:59.000Z
U21146,EZS,Athens,ATH,LGAV,Basel,BSL,LFSB,,,10:35,12:35,07:35,10:35,180,924,15,2,2026-09-14T09:59:46.000Z
U21472,EZS,Athens,ATH,LGAV,Geneva,GVA,LSGG,,,10:45,12:45,07:45,10:45,180,935,1234567,4,2026-09-24T08:57:41.000Z
U24166,EJU,Athens,ATH,LGAV,Naples,NAP,LIRN,,,10:45,11:40,07:45,09:40,115,481,1234567,7,2026-09-24T08:57:41.000Z
U27380,EJU,Athens,ATH,LGAV,Majorca Palma,PMI,LEPA,,,10:55,12:55,07:55,10:55,180,995,247,3,2026-08-30T12:00:02.000Z
U21886,EJU,Athens,ATH,LGAV,Bordeaux,BOD,LFBD,,,11:00,13:35,08:00,11:35,215,1180,37,2,2026-09-23T14:01:11.000Z
U25546,EJU,Athens,ATH,LGAV,Alicante,ALC,LEAL,,,11:35,14:05,08:35,12:05,210,1154,14,2,2026-09-24T08:57:41.000Z
U23652,EJU,Athens,ATH,LGAV,Milan Malpensa,MXP,LIMC,,,11:40,13:20,08:40,11:20,160,821,124567,5,2026-09-24T08:57:41.000Z
U28182,EZY,Athens,ATH,LGAV,London Gatwick,LGW,EGKK,,,11:45,13:45,08:45,12:45,240,1292,13567,5,2026-09-23T13:59:04.000Z
U23226,EZY,Athens,ATH,LGAV,Edinburgh,EDI,EGPH,,,12:15,14:40,09:15,13:40,265,1538,246,3,2026-09-22T16:00:02.000Z
U27062,EJU,Athens,ATH,LGAV,Malaga,AGP,LEMG,,,12:30,15:35,09:30,13:35,245,1355,26,2,2026-09-15T14:58:45.000Z
U23656,EJU,Athens,ATH,LGAV,Milan Malpensa,MXP,LIMC,,,16:30,18:15,13:30,16:15,165,821,57,2,2026-09-18T18:01:02.000Z
U21738,EJU,Athens,ATH,LGAV,Nice,NCE,LFMN,,,18:30,20:10,15:30,18:10,160,832,12346,5,2026-09-24T08:57:41.000Z
U24880,EJU,Athens,ATH,LGAV,Paris Orly,ORY,LFPO,,,20:00,22:30,17:00,20:30,210,1138,1234567,4,2026-09-24T08:57:41.000Z
U22804,EZY,Athens,ATH,LGAV,Bristol,BRS,EGGD,,,20:50,22:50,17:50,21:50,240,1383,247,3,2026-09-24T08:57:41.000Z
U28184,EZY,Athens,ATH,LGAV,London Gatwick,LGW,EGKK,,,21:00,22:55,18:00,21:55,235,1292,123457,5,2026-09-24T08:57:41.000Z
U28186,EZY,Athens,ATH,LGAV,London Gatwick,LGW,EGKK,,,21:00,22:55,18:00,21:55,235,1292,23467,4,2026-09-24T08:57:41.000Z
U24454,EJU,Athens,ATH,LGAV,Lyon,LYS,LFLL,,,21:10,23:10,18:10,21:10,180,961,1234567,7,2026-09-24T08:57:41.000Z
U24176,EJU,Athens,ATH,LGAV,Naples,NAP,LIRN,,,21:55,22:45,18:55,20:45,110,481,1467,4,2026-09-24T08:57:41.000Z
U28188,EZY,Athens,ATH,LGAV,London Gatwick,LGW,EGKK,,,22:25,00:20,19:25,23:20,235,1292,16,2,2026-09-22T00:58:59.000Z
U23654,EJU,Athens,ATH,LGAV,Milan Malpensa,MXP,LIMC,,,23:00,00:40,20:00,22:40,160,821,123467,6,2026-09-24T00:59:25.000Z
U22060,EZY,Athens,ATH,LGAV,Manchester,MAN,EGCC,,,23:15,01:20,20:15,00:20,245,1424,13567,5,2026-09-24T01:59:59.000Z
U22140,EZY,Antalya,AYT,LTAI,Manchester,MAN,EGCC,,,00:05,02:55,21:05,01:55,290,1690,2,1,2026-09-22T03:59:13.000Z
U28560,EZY,Antalya,AYT,LTAI,London Gatwick,LGW,EGKK,,,01:45,04:20,22:45,03:20,275,1570,14567,5,2026-09-24T05:00:24.000Z
U25374,EJU,Antalya,AYT,LTAI,Berlin Brandenburg,BER,EDDB,,,11:15,13:50,08:15,11:50,215,1180,26,2,2026-09-19T12:59:57.000Z
U28556,EZY,Antalya,AYT,LTAI,London Gatwick,LGW,EGKK,,,14:45,17:40,11:45,16:40,295,1570,124567,5,2026-09-24T08:57:40.000Z
U22566,EZY,Antalya,AYT,LTAI,London Luton,LTN,EGGW,,,18:55,21:35,15:55,20:35,280,1592,4,1,2026-09-24T08:57:40.000Z
U23182,EZY,Antalya,AYT,LTAI,Glasgow,GLA,EGPF,,,19:05,22:15,16:05,21:15,310,1819,36,2,2026-09-23T22:59:14.000Z
U25608,EZY,Antalya,AYT,LTAI,Newcastle,NCL,EGNT,,,19:30,22:25,16:30,21:25,295,1713,37,2,2026-09-23T22:59:16.000Z
U25714,EZY,Antalya,AYT,LTAI,London Southend,SEN,EGMC,,,19:55,22:30,16:55,21:30,275,1549,26,2,2026-09-23T03:00:26.000Z
U21288,EZS,Antalya,AYT,LTAI,Basel,BSL,LFSB,,,20:10,22:50,17:10,20:50,220,1211,6,1,2026-09-19T18:59:39.000Z
U28562,EZY,Antalya,AYT,LTAI,London Gatwick,LGW,EGKK,,,20:10,22:45,17:10,21:45,275,1570,2,1,2026-09-23T00:00:10.000Z
U22858,EZY,Antalya,AYT,LTAI,Bristol,BRS,EGGD,,,20:40,23:25,17:40,22:25,285,1664,1,1,2026-09-22T01:59:55.000Z
U22142,EZY,Antalya,AYT,LTAI,Manchester,MAN,EGCC,,,20:40,23:30,17:40,22:30,290,1690,234567,6,2026-09-24T08:57:40.000Z
U23402,EZY,Antalya,AYT,LTAI,Liverpool,LPL,EGGP,,,21:15,00:05,18:15,23:05,290,1709,2356,4,2026-09-24T00:59:24.000Z
U23286,EZY,Antalya,AYT,LTAI,Edinburgh,EDI,EGPH,,,21:30,00:30,18:30,23:30,300,1788,36,2,2026-09-24T00:59:23.000Z
U23060,EZY,Antalya,AYT,LTAI,Belfast Intl,BFS,EGAA,,,21:40,00:50,18:40,23:50,310,1848,37,1,2026-09-24T01:01:38.000Z
U26634,EZY,Antalya,AYT,LTAI,Birmingham,BHX,EGBB,,,21:45,00:35,18:45,23:35,290,1652,235,3,2026-09-24T00:59:21.000Z
U22856,EZY,Antalya,AYT,LTAI,Bristol,BRS,EGGD,,,22:30,01:15,19:30,00:15,285,1664,357,3,2026-09-24T01:59:54.000Z
U22552,EZY,Antalya,AYT,LTAI,London Luton,LTN,EGGW,,,22:40,01:20,19:40,00:20,280,1592,1356,3,2026-09-24T01:59:59.000Z
U28558,EZY,Antalya,AYT,LTAI,London Gatwick,LGW,EGKK,,,22:50,01:25,19:50,00:25,275,1570,23456,4,2026-09-24T02:59:03.000Z
U23781,EJU,Barcelona,BCN,LEBL,Milan Malpensa,MXP,LIMC,,,00:40,02:20,22:40,00:20,100,389,5,1,2026-08-28T02:59:50.000Z
U27101,EJU,Barcelona,BCN,LEBL,Basel,BSL,LFSB,,,06:40,08:35,04:40,06:35,115,444,1234567,3,2026-09-24T06:01:14.000Z
U27209,EJU,Barcelona,BCN,LEBL,London Southend,SEN,EGMC,,,06:40,07:55,04:40,06:55,135,619,3,1,2026-09-23T08:01:06.000Z
U28058,EJU,Barcelona,BCN,LEBL,London Gatwick,LGW,EGKK,,,07:10,08:40,05:10,07:40,150,599,1234567,2,2026-09-24T08:57:48.000Z
U27105,EJU,Barcelona,BCN,LEBL,Geneva,GVA,LSGG,,,07:10,08:55,05:10,06:55,105,344,1234567,4,2026-09-24T08:57:41.000Z
U27193,EJU,Barcelona,BCN,LEBL,Belfast Intl,BFS,EGAA,,,07:50,09:45,05:50,08:45,175,867,145,3,2026-09-24T08:57:44.000Z
U21296,EJU,Barcelona,BCN,LEBL,Geneva,GVA,LSGG,,,08:20,10:05,06:20,08:05,105,344,57,2,2026-09-20T10:01:00.000Z
U23778,EJU,Barcelona,BCN,LEBL,Milan Malpensa,MXP,LIMC,,,08:40,10:25,06:40,08:25,105,389,147,3,2026-09-24T08:57:49.000Z
U23754,EJU,Barcelona,BCN,LEBL,Milan Malpensa,MXP,LIMC,,,09:10,10:55,07:10,08:55,105,389,237,3,2026-09-23T09:59:05.000Z
U25108,EJU,Barcelona,BCN,LEBL,Berlin Brandenburg,BER,EDDB,,,09:15,11:55,07:15,09:55,160,811,157,3,2026-09-21T12:00:44.000Z
U25746,EZY,Barcelona,BCN,LEBL,London Southend,SEN,EGMC,,,10:05,11:20,08:05,10:20,135,619,246,3,2026-09-22T11:59:55.000Z
U22002,EZY,Barcelona,BCN,LEBL,Manchester,MAN,EGCC,,,10:25,12:00,08:25,11:00,155,745,1234567,6,2026-09-23T13:59:05.000Z
U22324,EZY,Barcelona,BCN,LEBL,London Luton,LTN,EGGW,,,10:50,12:20,08:50,11:20,150,643,1234567,2,2026-09-24T08:57:41.000Z
U23372,EZY,Barcelona,BCN,LEBL,Liverpool,LPL,EGGP,,,11:10,12:45,09:10,11:45,155,750,1357,4,2026-09-23T12:59:26.000Z
U28056,EZY,Barcelona,BCN,LEBL,London Gatwick,LGW,EGKK,,,11:15,12:45,09:15,11:45,150,599,1234567,4,2026-09-24T08:57:41.000Z
U23102,EZY,Barcelona,BCN,LEBL,Glasgow,GLA,EGPF,,,11:20,13:20,09:20,12:20,180,912,23467,4,2026-09-24T08:57:41.000Z
U22036,EZY,Barcelona,BCN,LEBL,Manchester,MAN,EGCC,,,11:25,13:00,09:25,12:00,155,745,13457,5,2026-09-24T08:57:41.000Z
U27205,EJU,Barcelona,BCN,LEBL,Manchester,MAN,EGCC,,,11:35,13:10,09:35,12:10,155,745,4,1,2026-08-27T13:59:51.000Z
U27171,EJU,Barcelona,BCN,LEBL,Berlin Brandenburg,BER,EDDB,,,11:40,14:25,09:40,12:25,165,811,1234567,3,2026-09-24T08:57:41.000Z
U27115,EJU,Barcelona,BCN,LEBL,Edinburgh,EDI,EGPH,,,12:10,14:10,10:10,13:10,180,905,367,3,2026-09-23T14:59:32.000Z
U27111,EJU,Barcelona,BCN,LEBL,Geneva,GVA,LSGG,,,12:30,14:15,10:30,12:15,105,344,147,3,2026-09-24T08:57:41.000Z
U27123,EJU,Barcelona,BCN,LEBL,Basel,BSL,LFSB,,,12:35,14:30,10:35,12:30,115,444,157,3,2026-09-21T12:00:43.000Z
U21294,EJU,Barcelona,BCN,LEBL,Geneva,GVA,LSGG,,,12:55,14:40,10:55,12:40,105,344,1234567,7,2026-09-24T08:57:41.000Z
U27191,EJU,Barcelona,BCN,LEBL,Bristol,BRS,EGGD,,,13:10,14:35,11:10,13:35,145,637,23467,5,2026-09-24T08:57:41.000Z
U27157,EJU,Barcelona,BCN,LEBL,Naples,NAP,LIRN,,,13:10,15:15,11:10,13:15,125,553,123457,5,2026-09-21T15:59:01.000Z
U23780,EJU,Barcelona,BCN,LEBL,Milan Malpensa,MXP,LIMC,,,13:25,15:05,11:25,13:05,100,389,1357,4,2026-09-23T14:59:35.000Z
U23002,EZY,Barcelona,BCN,LEBL,Belfast Intl,BFS,EGAA,,,14:00,15:55,12:00,14:55,175,867,37,2,2026-09-23T16:00:44.000Z
